snapshot_path,rel_path,radon_total_complexity,radon_num_items,pylint_msgs_count,pylint_rc,bandit_issues_count,bandit_rc
snapshots\6cbc403b8ee7014bd6dae4892d404eedb1d4a50d\tests\forms_tests\tests\test_formsets.py,6cbc403b8ee7014bd6dae4892d404eedb1d4a50d\tests\forms_tests\tests\test_formsets.py,154,103,212,30,0,0
snapshots\6cbc403b8ee7014bd6dae4892d404eedb1d4a50d\django\forms\formsets.py,6cbc403b8ee7014bd6dae4892d404eedb1d4a50d\django\forms\formsets.py,125,40,43,30,0,0
snapshots\6cb641ba75b1e6eace9a46e3cbade70e4af2ff66\tests\test_runner\test_parallel.py,6cb641ba75b1e6eace9a46e3cbade70e4af2ff66\tests\test_runner\test_parallel.py,43,31,37,22,2,1
snapshots\6c86495bcee22eac19d7fb040b2988b830707cbd\django\utils\dateformat.py,6c86495bcee22eac19d7fb040b2988b830707cbd\django\utils\dateformat.py,90,46,44,30,0,0
snapshots\6c6606aa014862f1a5c112d688d5e91c0cd9a8d8\tests\runtests.py,6c6606aa014862f1a5c112d688d5e91c0cd9a8d8\tests\runtests.py,85,16,49,28,5,1
snapshots\6c120508b6445cb0d6198b4eacccd411960686d2\tests\admin_utils\models.py,6c120508b6445cb0d6198b4eacccd411960686d2\tests\admin_utils\models.py,19,16,31,26,0,0
snapshots\6c120508b6445cb0d6198b4eacccd411960686d2\tests\admin_utils\test_logentry.py,6c120508b6445cb0d6198b4eacccd411960686d2\tests\admin_utils\test_logentry.py,20,17,22,18,1,1
snapshots\6bd206e1ffcd6f2e16d6f615b6ba992448a149a8\tests\auth_tests\test_hashers.py,6bd206e1ffcd6f2e16d6f615b6ba992448a149a8\tests\auth_tests\test_hashers.py,53,47,83,30,1,1
snapshots\6bccb643476a880d35a6af83aefd903f0a803eff\tests\csrf_tests\tests.py,6bccb643476a880d35a6af83aefd903f0a803eff\tests\csrf_tests\tests.py,111,91,108,30,4,1
snapshots\6bc437c0d82675ebe6aa92c8e249892205c316ef\tests\generic_views\test_edit.py,6bc437c0d82675ebe6aa92c8e249892205c316ef\tests\generic_views\test_edit.py,51,45,118,30,0,0
snapshots\6bc437c0d82675ebe6aa92c8e249892205c316ef\django\views\generic\edit.py,6bc437c0d82675ebe6aa92c8e249892205c316ef\django\views\generic\edit.py,66,39,31,30,0,0
snapshots\6b965c600054f970bdf94017ecf2e0e6e0a4326b\tests\deprecation\test_storages.py,6b965c600054f970bdf94017ecf2e0e6e0a4326b\tests\deprecation\test_storages.py,20,18,29,22,0,0
snapshots\6b965c600054f970bdf94017ecf2e0e6e0a4326b\django\conf\__init__.py,6b965c600054f970bdf94017ecf2e0e6e0a4326b\django\conf\__init__.py,79,27,33,22,0,0
snapshots\6b7960188b4fa0a2b357d8f40a3316e2e3755e87\tests\migrations\test_writer.py,6b7960188b4fa0a2b357d8f40a3316e2e3755e87\tests\migrations\test_writer.py,84,66,120,30,1,1
snapshots\6b513f01374da8e8f38e231f0ff95e8c095d3239\tests\utils_tests\test_autoreload.py,6b513f01374da8e8f38e231f0ff95e8c095d3239\tests\utils_tests\test_autoreload.py,135,106,236,30,1,1
snapshots\6b4941dd577c494cfa49dbeacfd33594ae770047\tests\auth_tests\test_middleware.py,6b4941dd577c494cfa49dbeacfd33594ae770047\tests\auth_tests\test_middleware.py,8,7,17,18,0,0
snapshots\6b4941dd577c494cfa49dbeacfd33594ae770047\tests\auth_tests\test_views.py,6b4941dd577c494cfa49dbeacfd33594ae770047\tests\auth_tests\test_views.py,166,140,185,30,11,1
snapshots\6c120508b6445cb0d6198b4eacccd411960686d2\tests\modeladmin\tests.py,6c120508b6445cb0d6198b4eacccd411960686d2\tests\modeladmin\tests.py,54,48,339,30,2,1
snapshots\6c120508b6445cb0d6198b4eacccd411960686d2\django\contrib\admin\models.py,6c120508b6445cb0d6198b4eacccd411960686d2\django\contrib\admin\models.py,41,11,23,26,0,0
snapshots\6c120508b6445cb0d6198b4eacccd411960686d2\django\contrib\admin\options.py,6c120508b6445cb0d6198b4eacccd411960686d2\django\contrib\admin\options.py,441,117,274,30,4,1
snapshots\6c08dba5176606e8a62dd108bb6c9467d678d2f4\django\db\backends\oracle\base.py,6c08dba5176606e8a62dd108bb6c9467d678d2f4\django\db\backends\oracle\base.py,137,40,67,30,1,1
snapshots\6c0539ed7c7a1ddeaac3ff91622ebf7a8c8442b9\tests\test_runner\tests.py,6c0539ed7c7a1ddeaac3ff91622ebf7a8c8442b9\tests\test_runner\tests.py,129,94,156,30,0,0
snapshots\6c0539ed7c7a1ddeaac3ff91622ebf7a8c8442b9\django\test\utils.py,6c0539ed7c7a1ddeaac3ff91622ebf7a8c8442b9\django\test\utils.py,197,83,95,30,5,1
snapshots\6bdc3c58b65eb32fd63cd41849f00a17a36b4473\tests\schema\tests.py,6bdc3c58b65eb32fd63cd41849f00a17a36b4473\tests\schema\tests.py,426,230,801,30,2,1
snapshots\6bdc3c58b65eb32fd63cd41849f00a17a36b4473\django\db\backends\base\schema.py,6bdc3c58b65eb32fd63cd41849f00a17a36b4473\django\db\backends\base\schema.py,440,75,176,30,0,0
snapshots\6bd5d4f7055c999e5ef1f51f08bc48c8853a4e0a\tests\staticfiles_tests\test_finders.py,6bd5d4f7055c999e5ef1f51f08bc48c8853a4e0a\tests\staticfiles_tests\test_finders.py,34,23,59,22,0,0
snapshots\6bd5d4f7055c999e5ef1f51f08bc48c8853a4e0a\django\contrib\staticfiles\finders.py,6bd5d4f7055c999e5ef1f51f08bc48c8853a4e0a\django\contrib\staticfiles\finders.py,106,26,30,30,0,0
snapshots\6b4941dd577c494cfa49dbeacfd33594ae770047\django\contrib\auth\base_user.py,6b4941dd577c494cfa49dbeacfd33594ae770047\django\contrib\auth\base_user.py,28,19,18,26,0,0
snapshots\6b4941dd577c494cfa49dbeacfd33594ae770047\django\contrib\auth\__init__.py,6b4941dd577c494cfa49dbeacfd33594ae770047\django\contrib\auth\__init__.py,46,12,28,22,0,0
snapshots\6b3f55446fdc62bd277903fd188a1781e4d92d29\tests\expressions\tests.py,6b3f55446fdc62bd277903fd188a1781e4d92d29\tests\expressions\tests.py,313,221,279,30,2,1
snapshots\6b3f55446fdc62bd277903fd188a1781e4d92d29\django\db\models\expressions.py,6b3f55446fdc62bd277903fd188a1781e4d92d29\django\db\models\expressions.py,563,252,309,30,1,1
snapshots\6b271ef21de31911f3ad7712341e3932936bd140\tests\backends\base\test_operations.py,6b271ef21de31911f3ad7712341e3932936bd140\tests\backends\base\test_operations.py,41,36,55,30,0,0
snapshots\6b271ef21de31911f3ad7712341e3932936bd140\django\db\models\lookups.py,6b271ef21de31911f3ad7712341e3932936bd140\django\db\models\lookups.py,260,104,126,30,0,0
snapshots\6b271ef21de31911f3ad7712341e3932936bd140\django\db\backends\base\operations.py,6b271ef21de31911f3ad7712341e3932936bd140\django\db\backends\base\operations.py,147,77,81,30,1,1
snapshots\6b0b3eafd6674305f7b09dbeb1aa0d8d8bb4df57\tests\auth_tests\test_tokens.py,6b0b3eafd6674305f7b09dbeb1aa0d8d8bb4df57\tests\auth_tests\test_tokens.py,15,12,20,30,4,1
snapshots\6b0b3eafd6674305f7b09dbeb1aa0d8d8bb4df57\django\contrib\auth\tokens.py,6b0b3eafd6674305f7b09dbeb1aa0d8d8bb4df57\django\contrib\auth\tokens.py,22,10,6,18,0,0
snapshots\6b01511f04da573d450cdffab471538e70aec01e\django\forms\widgets.py,6b01511f04da573d450cdffab471538e70aec01e\django\forms\widgets.py,316,125,84,30,4,1
snapshots\6a2165816394ab4bb259f6171e82417e098e97a6\tests\backends\postgresql\tests.py,6a2165816394ab4bb259f6171e82417e098e97a6\tests\backends\postgresql\tests.py,26,20,40,22,0,0
snapshots\6a2165816394ab4bb259f6171e82417e098e97a6\django\db\backends\postgresql\base.py,6a2165816394ab4bb259f6171e82417e098e97a6\django\db\backends\postgresql\base.py,53,19,48,30,0,0
snapshots\6a1a9c0eade674780060cf8af5f5b3375156cdd5\tests\composite_pk\tests.py,6a1a9c0eade674780060cf8af5f5b3375156cdd5\tests\composite_pk\tests.py,35,29,52,30,0,0
snapshots\6a1a9c0eade674780060cf8af5f5b3375156cdd5\tests\composite_pk\models\tenant.py,6a1a9c0eade674780060cf8af5f5b3375156cdd5\tests\composite_pk\models\tenant.py,7,7,18,26,0,0
snapshots\6a1a9c0eade674780060cf8af5f5b3375156cdd5\tests\composite_pk\models\__init__.py,6a1a9c0eade674780060cf8af5f5b3375156cdd5\tests\composite_pk\models\__init__.py,0,0,1,16,0,0
snapshots\6a1a9c0eade674780060cf8af5f5b3375156cdd5\django\db\models\fields\composite.py,6a1a9c0eade674780060cf8af5f5b3375156cdd5\django\db\models\fields\composite.py,58,23,28,30,0,0
snapshots\6a1a9c0eade674780060cf8af5f5b3375156cdd5\django\core\serializers\xml_serializer.py,6a1a9c0eade674780060cf8af5f5b3375156cdd5\django\core\serializers\xml_serializer.py,105,37,55,30,4,1
snapshots\69fa2e8eb25d9bdd395fa8857177d4637aaf4c55\tests\prefetch_related\tests.py,69fa2e8eb25d9bdd395fa8857177d4637aaf4c55\tests\prefetch_related\tests.py,271,128,182,30,0,0
snapshots\69fa2e8eb25d9bdd395fa8857177d4637aaf4c55\django\db\models\fields\related_descriptors.py,69fa2e8eb25d9bdd395fa8857177d4637aaf4c55\django\db\models\fields\related_descriptors.py,131,40,140,30,1,1
snapshots\69b0736fad1d1f0197409ca025b7bcdf5666ae62\django\shortcuts.py,69b0736fad1d1f0197409ca025b7bcdf5666ae62\django\shortcuts.py,22,6,14,30,0,0
snapshots\6a9db1e626952ffb37633586e6647319ea53467d\django\db\backends\base\creation.py,6a9db1e626952ffb37633586e6647319ea53467d\django\db\backends\base\creation.py,54,22,42,22,0,0
snapshots\6a9db1e626952ffb37633586e6647319ea53467d\django\db\backends\base\features.py,6a9db1e626952ffb37633586e6647319ea53467d\django\db\backends\base\features.py,8,6,6,22,0,0
snapshots\6a9db1e626952ffb37633586e6647319ea53467d\django\db\backends\base\introspection.py,6a9db1e626952ffb37633586e6647319ea53467d\django\db\backends\base\introspection.py,41,17,20,30,0,0
snapshots\6a9db1e626952ffb37633586e6647319ea53467d\django\db\backends\base\operations.py,6a9db1e626952ffb37633586e6647319ea53467d\django\db\backends\base\operations.py,149,79,82,30,1,1
snapshots\6a9db1e626952ffb37633586e6647319ea53467d\django\db\backends\base\validation.py,6a9db1e626952ffb37633586e6647319ea53467d\django\db\backends\base\validation.py,12,5,7,22,0,0
snapshots\6a970a8b4600eb91be25f38caed0a52269d6303d\django\db\models\sql\query.py,6a970a8b4600eb91be25f38caed0a52269d6303d\django\db\models\sql\query.py,561,110,186,30,2,1
snapshots\6a970a8b4600eb91be25f38caed0a52269d6303d\django\contrib\contenttypes\fields.py,6a970a8b4600eb91be25f38caed0a52269d6303d\django\contrib\contenttypes\fields.py,76,36,122,30,0,0
snapshots\6a85c888bff84134ed674ddfef935e0a9906fc9f\tests\aggregation\tests.py,6a85c888bff84134ed674ddfef935e0a9906fc9f\tests\aggregation\tests.py,144,124,152,30,0,0
snapshots\6a85c888bff84134ed674ddfef935e0a9906fc9f\tests\queries\tests.py,6a85c888bff84134ed674ddfef935e0a9906fc9f\tests\queries\tests.py,498,396,496,30,11,1
snapshots\6a85c888bff84134ed674ddfef935e0a9906fc9f\tests\queries\test_explain.py,6a85c888bff84134ed674ddfef935e0a9906fc9f\tests\queries\test_explain.py,36,12,23,30,2,1
snapshots\69b0736fad1d1f0197409ca025b7bcdf5666ae62\tests\generic_views\test_base.py,69b0736fad1d1f0197409ca025b7bcdf5666ae62\tests\generic_views\test_base.py,96,82,75,30,1,1
snapshots\69b0736fad1d1f0197409ca025b7bcdf5666ae62\tests\get_object_or_404\tests.py,69b0736fad1d1f0197409ca025b7bcdf5666ae62\tests\get_object_or_404\tests.py,6,5,13,26,0,0
snapshots\69b0736fad1d1f0197409ca025b7bcdf5666ae62\tests\servers\tests.py,69b0736fad1d1f0197409ca025b7bcdf5666ae62\tests\servers\tests.py,67,47,60,30,1,1
snapshots\69b0736fad1d1f0197409ca025b7bcdf5666ae62\django\test\client.py,69b0736fad1d1f0197409ca025b7bcdf5666ae62\django\test\client.py,173,62,97,30,1,1
snapshots\69b0736fad1d1f0197409ca025b7bcdf5666ae62\django\core\handlers\asgi.py,69b0736fad1d1f0197409ca025b7bcdf5666ae62\django\core\handlers\asgi.py,61,18,27,30,0,0
snapshots\69af4d09bae7782f733e01b19cf69fa6f36d7165\tests\backends\sqlite\test_introspection.py,69af4d09bae7782f733e01b19cf69fa6f36d7165\tests\backends\sqlite\test_introspection.py,27,13,22,22,0,0
snapshots\69af4d09bae7782f733e01b19cf69fa6f36d7165\django\db\backends\sqlite3\introspection.py,69af4d09bae7782f733e01b19cf69fa6f36d7165\django\db\backends\sqlite3\introspection.py,112,17,35,30,3,1
snapshots\69af3bea9987044c944b5bc83e32c35f0a73c6dd\tests\test_utils\tests.py,69af3bea9987044c944b5bc83e32c35f0a73c6dd\tests\test_utils\tests.py,262,205,286,30,3,1
snapshots\69af3bea9987044c944b5bc83e32c35f0a73c6dd\django\test\testcases.py,69af3bea9987044c944b5bc83e32c35f0a73c6dd\django\test\testcases.py,328,121,194,30,0,0
snapshots\69ab6e5896ff1a6d9e7ab8a28e75c28d3d7d65f4\tests\foreign_object\tests.py,69ab6e5896ff1a6d9e7ab8a28e75c28d3d7d65f4\tests\foreign_object\tests.py,59,42,77,30,3,1
snapshots\6afc2a944ccacd42dd44ebf66370cb5d127264a0\tests\utils_tests\test_dateformat.py,6afc2a944ccacd42dd44ebf66370cb5d127264a0\tests\utils_tests\test_dateformat.py,42,28,46,30,0,0
snapshots\6ad0dbc8d90ef37731608f7ac3d6e1d62cc8c765\tests\template_tests\test_autoreloader.py,6ad0dbc8d90ef37731608f7ac3d6e1d62cc8c765\tests\template_tests\test_autoreloader.py,19,17,21,18,0,0
snapshots\6ad0dbc8d90ef37731608f7ac3d6e1d62cc8c765\tests\forms_tests\tests\test_forms.py,6ad0dbc8d90ef37731608f7ac3d6e1d62cc8c765\tests\forms_tests\tests\test_forms.py,170,146,565,30,4,1
snapshots\6ad0dbc8d90ef37731608f7ac3d6e1d62cc8c765\django\test\signals.py,6ad0dbc8d90ef37731608f7ac3d6e1d62cc8c765\django\test\signals.py,45,16,105,22,0,0
snapshots\6aa05fd23205fce523924e307f78ce8d614af7f1\tests\admin_views\tests.py,6aa05fd23205fce523924e307f78ce8d614af7f1\tests\admin_views\tests.py,647,521,711,30,83,1
snapshots\6aa05fd23205fce523924e307f78ce8d614af7f1\tests\admin_widgets\tests.py,6aa05fd23205fce523924e307f78ce8d614af7f1\tests\admin_widgets\tests.py,166,119,283,30,18,1
snapshots\6aa05fd23205fce523924e307f78ce8d614af7f1\django\contrib\admin\tests.py,6aa05fd23205fce523924e307f78ce8d614af7f1\django\contrib\admin\tests.py,25,20,63,18,0,0
snapshots\6a9db1e626952ffb37633586e6647319ea53467d\tests\backends\base\test_base.py,6a9db1e626952ffb37633586e6647319ea53467d\tests\backends\base\test_base.py,44,33,48,30,1,1
snapshots\6a9db1e626952ffb37633586e6647319ea53467d\django\db\utils.py,6a9db1e626952ffb37633586e6647319ea53467d\django\db\utils.py,67,28,40,30,0,0
snapshots\6a9db1e626952ffb37633586e6647319ea53467d\django\db\backends\base\client.py,6a9db1e626952ffb37633586e6647319ea53467d\django\db\backends\base\client.py,7,5,3,16,2,1
snapshots\6a7ee02f5994c65bbefe92a3da74f22326970cf9\tests\forms_tests\tests\test_forms.py,6a7ee02f5994c65bbefe92a3da74f22326970cf9\tests\forms_tests\tests\test_forms.py,201,170,638,30,4,1
snapshots\6a7ee02f5994c65bbefe92a3da74f22326970cf9\django\forms\fields.py,6a7ee02f5994c65bbefe92a3da74f22326970cf9\django\forms\fields.py,461,127,90,30,0,0
snapshots\6a7ee02f5994c65bbefe92a3da74f22326970cf9\django\forms\forms.py,6a7ee02f5994c65bbefe92a3da74f22326970cf9\django\forms\forms.py,114,32,33,30,0,0
snapshots\6a7ee02f5994c65bbefe92a3da74f22326970cf9\django\forms\renderers.py,6a7ee02f5994c65bbefe92a3da74f22326970cf9\django\forms\renderers.py,22,16,19,22,0,0
snapshots\6a5ef557f80a8eb6a758ebe99c8bb477ca47459e\tests\timezones\models.py,6a5ef557f80a8eb6a758ebe99c8bb477ca47459e\tests\timezones\models.py,7,7,16,26,0,0
snapshots\6a5ef557f80a8eb6a758ebe99c8bb477ca47459e\tests\timezones\tests.py,6a5ef557f80a8eb6a758ebe99c8bb477ca47459e\tests\timezones\tests.py,140,103,144,30,3,1
snapshots\6a523500af5bab3e05d9be9fc1a74d986c102f1a\tests\gis_tests\inspectapp\tests.py,6a523500af5bab3e05d9be9fc1a74d986c102f1a\tests\gis_tests\inspectapp\tests.py,30,11,21,22,0,0
snapshots\6a523500af5bab3e05d9be9fc1a74d986c102f1a\django\contrib\gis\gdal\libgdal.py,6a523500af5bab3e05d9be9fc1a74d986c102f1a\django\contrib\gis\gdal\libgdal.py,9,6,12,30,0,0
snapshots\6a37e9bfae42eb180a8c978a3ade5b41c97c26b1\tests\expressions\tests.py,6a37e9bfae42eb180a8c978a3ade5b41c97c26b1\tests\expressions\tests.py,311,219,276,30,2,1
snapshots\6a37e9bfae42eb180a8c978a3ade5b41c97c26b1\django\db\models\expressions.py,6a37e9bfae42eb180a8c978a3ade5b41c97c26b1\django\db\models\expressions.py,557,250,307,30,1,1
snapshots\69ab6e5896ff1a6d9e7ab8a28e75c28d3d7d65f4\django\db\models\base.py,69ab6e5896ff1a6d9e7ab8a28e75c28d3d7d65f4\django\db\models\base.py,658,84,205,30,2,1
snapshots\69aa13ffb92f6a7c62661c616a8c7b0f515ea43d\tests\admin_scripts\tests.py,69aa13ffb92f6a7c62661c616a8c7b0f515ea43d\tests\admin_scripts\tests.py,344,280,184,30,4,1
snapshots\69aa13ffb92f6a7c62661c616a8c7b0f515ea43d\django\core\management\commands\runserver.py,69aa13ffb92f6a7c62661c616a8c7b0f515ea43d\django\core\management\commands\runserver.py,37,8,32,22,1,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\docs\conf.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\docs\conf.py,4,2,38,22,0,0
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\scripts\manage_translations.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\scripts\manage_translations.py,66,12,33,30,6,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\runtests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\runtests.py,85,16,49,28,5,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\admin_changelist\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\admin_changelist\tests.py,139,97,211,30,14,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\admin_checks\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\admin_checks\tests.py,73,70,223,30,0,0
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\admin_filters\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\admin_filters\tests.py,179,119,213,30,0,0
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\admin_inlines\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\admin_inlines\tests.py,148,108,203,30,20,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\apps\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\apps\tests.py,66,59,58,30,0,0
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\auth_tests\test_auth_backends.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\auth_tests\test_auth_backends.py,210,152,345,30,33,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\auth_tests\test_basic.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\auth_tests\test_basic.py,23,19,34,22,7,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\auth_tests\test_context_processors.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\auth_tests\test_context_processors.py,20,17,23,30,6,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\auth_tests\test_forms.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\auth_tests\test_forms.py,168,126,239,30,12,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\auth_tests\test_hashers.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\auth_tests\test_hashers.py,82,57,90,30,3,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\auth_tests\test_management.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\auth_tests\test_management.py,99,87,131,30,5,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\auth_tests\test_remote_user.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\auth_tests\test_remote_user.py,58,45,26,26,6,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\auth_tests\test_validators.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\auth_tests\test_validators.py,50,36,77,30,3,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\auth_tests\test_views.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\auth_tests\test_views.py,188,159,189,30,13,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\datatypes\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\datatypes\tests.py,9,8,7,18,0,0
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\decorators\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\decorators\tests.py,41,35,144,30,0,0
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\defer\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\defer\tests.py,52,46,60,30,2,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\defer_regress\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\defer_regress\tests.py,32,28,40,22,0,0
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\delete\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\delete\tests.py,77,63,90,30,0,0
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\dispatch\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\dispatch\tests.py,31,28,48,30,0,0
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\expressions_window\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\expressions_window\tests.py,87,79,72,30,0,0
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\extra_regress\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\extra_regress\tests.py,15,14,11,22,11,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\field_deconstruction\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\field_deconstruction\tests.py,41,39,90,30,0,0
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\files\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\files\tests.py,66,55,62,30,0,0
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\backends\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\backends\tests.py,121,68,104,30,12,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\basic\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\basic\tests.py,94,80,112,30,0,0
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\cache\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\cache\tests.py,327,237,663,30,2,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\check_framework\test_security.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\check_framework\test_security.py,117,92,65,22,1,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\check_framework\test_urls.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\check_framework\test_urls.py,47,35,49,22,0,0
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\contenttypes_tests\test_fields.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\contenttypes_tests\test_fields.py,20,16,33,30,0,0
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\contenttypes_tests\test_views.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\contenttypes_tests\test_views.py,29,21,43,18,0,0
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\csrf_tests\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\csrf_tests\tests.py,145,115,104,30,4,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\custom_lookups\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\custom_lookups\tests.py,123,93,164,30,0,0
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\custom_managers\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\custom_managers\tests.py,46,39,58,30,0,0
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\admin_scripts\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\admin_scripts\tests.py,352,288,207,30,4,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\admin_utils\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\admin_utils\tests.py,50,37,79,30,2,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\admin_utils\test_logentry.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\admin_utils\test_logentry.py,26,20,28,22,1,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\admin_views\admin.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\admin_views\admin.py,292,194,375,30,1,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\admin_views\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\admin_views\tests.py,647,521,711,30,83,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\admin_views\test_adminsite.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\admin_views\test_adminsite.py,15,13,26,30,1,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\admin_views\test_skip_link_to_content.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\admin_views\test_skip_link_to_content.py,7,5,26,18,4,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\admin_widgets\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\admin_widgets\tests.py,166,119,283,30,18,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\aggregation\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\aggregation\tests.py,168,142,173,30,0,0
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\aggregation_regress\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\aggregation_regress\tests.py,94,78,95,30,3,1
snapshots\69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\file_storage\tests.py,69a93a88edb56ba47f624dac7a21aacc47ea474f\tests\file_storage\tests.py,138,104,125,30,2,1
