snapshot_path,rel_path,radon_total_complexity,radon_num_items,pylint_msgs_count,pylint_rc,bandit_issues_count,bandit_rc
snapshots\d2c97981fb40e0b324b064cd3561de8f5f1887b2\django\template\base.py,d2c97981fb40e0b324b064cd3561de8f5f1887b2\django\template\base.py,254,76,86,30,10,1
snapshots\d2c5a30e5a8595d06c4a70ff0f66032fee0d3c8e\tests\auth_tests\test_management.py,d2c5a30e5a8595d06c4a70ff0f66032fee0d3c8e\tests\auth_tests\test_management.py,97,86,129,30,5,1
snapshots\d2c5a30e5a8595d06c4a70ff0f66032fee0d3c8e\django\contrib\auth\management\__init__.py,d2c5a30e5a8595d06c4a70ff0f66032fee0d3c8e\django\contrib\auth\management\__init__.py,23,5,18,30,0,0
snapshots\d2b688b966f5d30414899549412d370e1317ddb8\tests\admin_changelist\test_date_hierarchy.py,d2b688b966f5d30414899549412d370e1317ddb8\tests\admin_changelist\test_date_hierarchy.py,12,7,18,18,1,1
snapshots\d2b688b966f5d30414899549412d370e1317ddb8\tests\admin_filters\tests.py,d2b688b966f5d30414899549412d370e1317ddb8\tests\admin_filters\tests.py,172,116,205,30,0,0
snapshots\d2b688b966f5d30414899549412d370e1317ddb8\tests\admin_utils\tests.py,d2b688b966f5d30414899549412d370e1317ddb8\tests\admin_utils\tests.py,39,30,64,30,2,1
snapshots\d2b688b966f5d30414899549412d370e1317ddb8\django\contrib\admin\filters.py,d2b688b966f5d30414899549412d370e1317ddb8\django\contrib\admin\filters.py,170,61,66,30,0,0
snapshots\d2b688b966f5d30414899549412d370e1317ddb8\django\contrib\admin\utils.py,d2b688b966f5d30414899549412d370e1317ddb8\django\contrib\admin\utils.py,147,32,72,30,0,0
snapshots\d2b688b966f5d30414899549412d370e1317ddb8\django\contrib\admin\views\main.py,d2b688b966f5d30414899549412d370e1317ddb8\django\contrib\admin\views\main.py,148,18,50,30,0,0
snapshots\d287294885e116c49c87f0c663068511a8402c0f\tests\get_earliest_or_latest\models.py,d287294885e116c49c87f0c663068511a8402c0f\tests\get_earliest_or_latest\models.py,7,6,13,26,0,0
snapshots\d287294885e116c49c87f0c663068511a8402c0f\tests\get_earliest_or_latest\tests.py,d287294885e116c49c87f0c663068511a8402c0f\tests\get_earliest_or_latest\tests.py,15,13,24,22,0,0
snapshots\d287294885e116c49c87f0c663068511a8402c0f\tests\gis_tests\geoapp\test_expressions.py,d287294885e116c49c87f0c663068511a8402c0f\tests\gis_tests\geoapp\test_expressions.py,9,7,14,18,0,0
snapshots\d287294885e116c49c87f0c663068511a8402c0f\django\db\models\query.py,d287294885e116c49c87f0c663068511a8402c0f\django\db\models\query.py,636,166,204,30,1,1
snapshots\d28626ecf8bd340084ed70ff2d88e8dbab001e2c\tests\model_formsets\tests.py,d28626ecf8bd340084ed70ff2d88e8dbab001e2c\tests\model_formsets\tests.py,78,74,253,30,0,0
snapshots\d28626ecf8bd340084ed70ff2d88e8dbab001e2c\django\forms\models.py,d28626ecf8bd340084ed70ff2d88e8dbab001e2c\django\forms\models.py,405,84,163,30,0,0
snapshots\d27e6b233f83c3429f21ff3c250a28ff302637ef\tests\cache\tests.py,d27e6b233f83c3429f21ff3c250a28ff302637ef\tests\cache\tests.py,322,232,653,30,2,1
snapshots\d27e6b233f83c3429f21ff3c250a28ff302637ef\django\core\cache\backends\redis.py,d27e6b233f83c3429f21ff3c250a28ff302637ef\django\core\cache\backends\redis.py,71,35,42,30,3,1
snapshots\d270dd584e0af12fe6229fb712d0704c232dc7e5\django\middleware\csrf.py,d270dd584e0af12fe6229fb712d0704c232dc7e5\django\middleware\csrf.py,87,24,30,30,3,1
snapshots\d25f3892114466d689fd6936f79f3bd9a9acc30e\django\conf\global_settings.py,d25f3892114466d689fd6936f79f3bd9a9acc30e\django\conf\global_settings.py,1,1,1,16,2,1
snapshots\d25f3892114466d689fd6936f79f3bd9a9acc30e\django\conf\locale\__init__.py,d25f3892114466d689fd6936f79f3bd9a9acc30e\django\conf\locale\__init__.py,0,0,0,0,0,0
snapshots\d25f3892114466d689fd6936f79f3bd9a9acc30e\django\conf\locale\ug\formats.py,d25f3892114466d689fd6936f79f3bd9a9acc30e\django\conf\locale\ug\formats.py,0,0,1,16,0,0
snapshots\d25710a625fbb6dbb047c159417f796102fd721a\tests\validators\tests.py,d25710a625fbb6dbb047c159417f796102fd721a\tests\validators\tests.py,25,16,35,22,2,1
snapshots\d25710a625fbb6dbb047c159417f796102fd721a\django\core\validators.py,d25710a625fbb6dbb047c159417f796102fd721a\django\core\validators.py,174,48,46,30,0,0
snapshots\d23cb83c99bc77c23e2fb5bff378d2f2092d7b29\django\db\models\indexes.py,d23cb83c99bc77c23e2fb5bff378d2f2092d7b29\django\db\models\indexes.py,51,10,25,30,1,1
snapshots\d23cb83c99bc77c23e2fb5bff378d2f2092d7b29\django\db\backends\base\schema.py,d23cb83c99bc77c23e2fb5bff378d2f2092d7b29\django\db\backends\base\schema.py,378,68,187,30,0,0
snapshots\d23cb83c99bc77c23e2fb5bff378d2f2092d7b29\django\db\backends\mysql\schema.py,d23cb83c99bc77c23e2fb5bff378d2f2092d7b29\django\db\backends\mysql\schema.py,39,14,13,22,1,1
snapshots\d1be05b3e9209fd0787841c71a95819d81061187\django\views\decorators\debug.py,d1be05b3e9209fd0787841c71a95819d81061187\django\views\decorators\debug.py,6,2,5,30,0,0
snapshots\d18d6d0d78ee491e738818a9cc21cc124ffb70c3\django\__init__.py,d18d6d0d78ee491e738818a9cc21cc124ffb70c3\django\__init__.py,3,1,15,18,0,0
snapshots\d18d6d0d78ee491e738818a9cc21cc124ffb70c3\docs\conf.py,d18d6d0d78ee491e738818a9cc21cc124ffb70c3\docs\conf.py,3,1,35,20,0,0
snapshots\d1855c4847215f3afe3708736be13388bb6437eb\tests\check_framework\test_urls.py,d1855c4847215f3afe3708736be13388bb6437eb\tests\check_framework\test_urls.py,47,35,49,22,0,0
snapshots\d1855c4847215f3afe3708736be13388bb6437eb\tests\check_framework\urls\path_compatibility\matched_angle_brackets.py,d1855c4847215f3afe3708736be13388bb6437eb\tests\check_framework\urls\path_compatibility\matched_angle_brackets.py,0,0,2,18,0,0
snapshots\d1855c4847215f3afe3708736be13388bb6437eb\tests\check_framework\urls\path_compatibility\unmatched_angle_brackets.py,d1855c4847215f3afe3708736be13388bb6437eb\tests\check_framework\urls\path_compatibility\unmatched_angle_brackets.py,0,0,2,18,0,0
snapshots\d1855c4847215f3afe3708736be13388bb6437eb\django\urls\resolvers.py,d1855c4847215f3afe3708736be13388bb6437eb\django\urls\resolvers.py,207,63,104,30,1,1
snapshots\d16079dd90320141c2024809ba0fce43f0f2cb02\django\conf\__init__.py,d16079dd90320141c2024809ba0fce43f0f2cb02\django\conf\__init__.py,77,27,33,22,0,0
snapshots\d15a10afb51619faf14e678deae7dcda720413d9\tests\test_client\tests.py,d15a10afb51619faf14e678deae7dcda720413d9\tests\test_client\tests.py,128,110,75,30,10,1
snapshots\d15454a6e84a595ffc8dc1b926282f484f782a8f\tests\auth_tests\test_forms.py,d15454a6e84a595ffc8dc1b926282f484f782a8f\tests\auth_tests\test_forms.py,166,124,237,30,12,1
snapshots\d23cb83c99bc77c23e2fb5bff378d2f2092d7b29\django\db\backends\postgresql\schema.py,d23cb83c99bc77c23e2fb5bff378d2f2092d7b29\django\db\backends\postgresql\schema.py,54,13,27,30,0,0
snapshots\d23cb83c99bc77c23e2fb5bff378d2f2092d7b29\django\contrib\gis\db\backends\postgis\schema.py,d23cb83c99bc77c23e2fb5bff378d2f2092d7b29\django\contrib\gis\db\backends\postgis\schema.py,23,5,13,30,0,0
snapshots\d22ba0763086f71fb6df8502162ea63944d166b1\tests\validators\tests.py,d22ba0763086f71fb6df8502162ea63944d166b1\tests\validators\tests.py,25,16,29,22,2,1
snapshots\d22ba0763086f71fb6df8502162ea63944d166b1\django\core\validators.py,d22ba0763086f71fb6df8502162ea63944d166b1\django\core\validators.py,190,52,40,30,0,0
snapshots\d2263b7b87a2af5dcd6964937b157b7e1cf2881f\tests\queries\tests.py,d2263b7b87a2af5dcd6964937b157b7e1cf2881f\tests\queries\tests.py,491,390,484,30,11,1
snapshots\d22209cb428ecb083548fd21cae714a60c7fd5f7\tests\forms_tests\field_tests\test_datefield.py,d22209cb428ecb083548fd21cae714a60c7fd5f7\tests\forms_tests\field_tests\test_datefield.py,15,13,21,30,0,0
snapshots\d22209cb428ecb083548fd21cae714a60c7fd5f7\tests\forms_tests\widget_tests\test_selectdatewidget.py,d22209cb428ecb083548fd21cae714a60c7fd5f7\tests\forms_tests\widget_tests\test_selectdatewidget.py,27,16,28,26,0,0
snapshots\d22209cb428ecb083548fd21cae714a60c7fd5f7\django\forms\widgets.py,d22209cb428ecb083548fd21cae714a60c7fd5f7\django\forms\widgets.py,319,125,78,30,4,1
snapshots\d206d4c200d71c0847e7f6720d88c587e7b46843\tests\aggregation\tests.py,d206d4c200d71c0847e7f6720d88c587e7b46843\tests\aggregation\tests.py,147,125,154,30,0,0
snapshots\d206d4c200d71c0847e7f6720d88c587e7b46843\django\db\models\aggregates.py,d206d4c200d71c0847e7f6720d88c587e7b46843\django\db\models\aggregates.py,69,23,33,30,0,0
snapshots\d15454a6e84a595ffc8dc1b926282f484f782a8f\django\contrib\auth\forms.py,d15454a6e84a595ffc8dc1b926282f484f782a8f\django\contrib\auth\forms.py,136,51,63,30,3,1
snapshots\d134b0b93ee10a2128c595997cbc6022c4a982f7\tests\i18n\tests.py,d134b0b93ee10a2128c595997cbc6022c4a982f7\tests\i18n\tests.py,159,125,236,30,10,1
snapshots\d134b0b93ee10a2128c595997cbc6022c4a982f7\tests\view_tests\tests\test_i18n.py,d134b0b93ee10a2128c595997cbc6022c4a982f7\tests\view_tests\tests\test_i18n.py,44,37,28,18,0,0
snapshots\d134b0b93ee10a2128c595997cbc6022c4a982f7\django\views\i18n.py,d134b0b93ee10a2128c595997cbc6022c4a982f7\django\views\i18n.py,56,13,33,22,0,0
snapshots\d134b0b93ee10a2128c595997cbc6022c4a982f7\django\utils\translation\__init__.py,d134b0b93ee10a2128c595997cbc6022c4a982f7\django\utils\translation\__init__.py,50,31,55,30,0,0
snapshots\d134b0b93ee10a2128c595997cbc6022c4a982f7\django\contrib\sessions\backends\base.py,d134b0b93ee10a2128c595997cbc6022c4a982f7\django\contrib\sessions\backends\base.py,80,46,41,30,0,0
snapshots\d126eba3637d84caa80fa4258e2e59ef07a8260c\tests\runtests.py,d126eba3637d84caa80fa4258e2e59ef07a8260c\tests\runtests.py,85,16,49,28,5,1
snapshots\d126eba3637d84caa80fa4258e2e59ef07a8260c\tests\model_forms\tests.py,d126eba3637d84caa80fa4258e2e59ef07a8260c\tests\model_forms\tests.py,237,204,675,30,0,0
snapshots\d126eba3637d84caa80fa4258e2e59ef07a8260c\tests\postgres_tests\test_array.py,d126eba3637d84caa80fa4258e2e59ef07a8260c\tests\postgres_tests\test_array.py,161,136,213,30,0,0
snapshots\d126eba3637d84caa80fa4258e2e59ef07a8260c\tests\postgres_tests\test_ranges.py,d126eba3637d84caa80fa4258e2e59ef07a8260c\tests\postgres_tests\test_ranges.py,140,112,146,30,0,0
snapshots\d126eba3637d84caa80fa4258e2e59ef07a8260c\tests\forms_tests\tests\test_forms.py,d126eba3637d84caa80fa4258e2e59ef07a8260c\tests\forms_tests\tests\test_forms.py,167,142,548,30,4,1
snapshots\d126eba3637d84caa80fa4258e2e59ef07a8260c\tests\forms_tests\tests\test_formsets.py,d126eba3637d84caa80fa4258e2e59ef07a8260c\tests\forms_tests\tests\test_formsets.py,156,104,219,30,0,0
snapshots\d126eba3637d84caa80fa4258e2e59ef07a8260c\tests\forms_tests\tests\__init__.py,d126eba3637d84caa80fa4258e2e59ef07a8260c\tests\forms_tests\tests\__init__.py,1,1,3,18,0,0
snapshots\d126eba3637d84caa80fa4258e2e59ef07a8260c\django\forms\renderers.py,d126eba3637d84caa80fa4258e2e59ef07a8260c\django\forms\renderers.py,18,14,18,22,0,0
snapshots\d126eba3637d84caa80fa4258e2e59ef07a8260c\django\forms\utils.py,d126eba3637d84caa80fa4258e2e59ef07a8260c\django\forms\utils.py,69,32,29,30,2,1
snapshots\d12184fedcd586e2c399ea40abe4bf865ebc87a6\tests\migrations\test_state.py,d12184fedcd586e2c399ea40abe4bf865ebc87a6\tests\migrations\test_state.py,124,92,429,30,1,1
snapshots\d12184fedcd586e2c399ea40abe4bf865ebc87a6\django\db\migrations\state.py,d12184fedcd586e2c399ea40abe4bf865ebc87a6\django\db\migrations\state.py,272,62,131,30,2,1
snapshots\d1216e126f21627db4302f0d2ded52e4c0386d3b\tests\admin_views\models.py,d1216e126f21627db4302f0d2ded52e4c0386d3b\tests\admin_views\models.py,247,194,313,30,0,0
snapshots\d1216e126f21627db4302f0d2ded52e4c0386d3b\tests\admin_views\test_nav_sidebar.py,d1216e126f21627db4302f0d2ded52e4c0386d3b\tests\admin_views\test_nav_sidebar.py,25,18,37,26,3,1
snapshots\d11b9ffcc0b1d6b8e87df6319f09bf284196e41a\tests\i18n\tests.py,d11b9ffcc0b1d6b8e87df6319f09bf284196e41a\tests\i18n\tests.py,159,125,236,30,10,1
snapshots\d11b9ffcc0b1d6b8e87df6319f09bf284196e41a\django\utils\translation\__init__.py,d11b9ffcc0b1d6b8e87df6319f09bf284196e41a\django\utils\translation\__init__.py,50,31,55,30,0,0
snapshots\d11944be3466ce8e874474949134811ed6e90e92\tests\migrations\test_commands.py,d11944be3466ce8e874474949134811ed6e90e92\tests\migrations\test_commands.py,170,137,193,30,0,0
snapshots\d11944be3466ce8e874474949134811ed6e90e92\django\core\management\commands\optimizemigration.py,d11944be3466ce8e874474949134811ed6e90e92\django\core\management\commands\optimizemigration.py,24,3,23,30,0,0
snapshots\d11944be3466ce8e874474949134811ed6e90e92\django\core\management\commands\squashmigrations.py,d11944be3466ce8e874474949134811ed6e90e92\django\core\management\commands\squashmigrations.py,54,4,37,30,0,0
snapshots\d113b5a837f726d1c638d76c4e88445e6cd59fd5\tests\admin_scripts\tests.py,d113b5a837f726d1c638d76c4e88445e6cd59fd5\tests\admin_scripts\tests.py,335,273,171,30,4,1
snapshots\d113b5a837f726d1c638d76c4e88445e6cd59fd5\tests\migrations\test_commands.py,d113b5a837f726d1c638d76c4e88445e6cd59fd5\tests\migrations\test_commands.py,153,125,178,30,0,0
snapshots\d113b5a837f726d1c638d76c4e88445e6cd59fd5\django\core\management\templates.py,d113b5a837f726d1c638d76c4e88445e6cd59fd5\django\core\management\templates.py,72,11,47,30,0,0
snapshots\d113b5a837f726d1c638d76c4e88445e6cd59fd5\django\core\management\utils.py,d113b5a837f726d1c638d76c4e88445e6cd59fd5\django\core\management\utils.py,36,9,16,30,4,1
snapshots\d113b5a837f726d1c638d76c4e88445e6cd59fd5\django\core\management\commands\makemigrations.py,d113b5a837f726d1c638d76c4e88445e6cd59fd5\django\core\management\commands\makemigrations.py,94,7,54,30,0,0
snapshots\d113b5a837f726d1c638d76c4e88445e6cd59fd5\django\core\management\commands\squashmigrations.py,d113b5a837f726d1c638d76c4e88445e6cd59fd5\django\core\management\commands\squashmigrations.py,53,4,37,30,0,0
snapshots\d0ea01af2814e276c4a090e599d5fd11c6ce4bf8\django\core\files\images.py,d0ea01af2814e276c4a090e599d5fd11c6ce4bf8\django\core\files\images.py,17,5,7,30,0,0
snapshots\d0e4dd5cdd743a5c43c4ccc2c8fa29d3982eaa71\tests\utils_tests\test_crypto.py,d0e4dd5cdd743a5c43c4ccc2c8fa29d3982eaa71\tests\utils_tests\test_crypto.py,14,8,11,18,1,1
snapshots\d0e4dd5cdd743a5c43c4ccc2c8fa29d3982eaa71\django\core\signing.py,d0e4dd5cdd743a5c43c4ccc2c8fa29d3982eaa71\django\core\signing.py,54,25,35,30,0,0
snapshots\d0e4dd5cdd743a5c43c4ccc2c8fa29d3982eaa71\django\middleware\csrf.py,d0e4dd5cdd743a5c43c4ccc2c8fa29d3982eaa71\django\middleware\csrf.py,99,28,32,30,6,1
snapshots\d0e4dd5cdd743a5c43c4ccc2c8fa29d3982eaa71\django\utils\crypto.py,d0e4dd5cdd743a5c43c4ccc2c8fa29d3982eaa71\django\utils\crypto.py,10,5,4,22,0,0
snapshots\d0e4dd5cdd743a5c43c4ccc2c8fa29d3982eaa71\django\contrib\auth\hashers.py,d0e4dd5cdd743a5c43c4ccc2c8fa29d3982eaa71\django\contrib\auth\hashers.py,123,61,42,30,9,1
snapshots\d0e4dd5cdd743a5c43c4ccc2c8fa29d3982eaa71\django\contrib\auth\tokens.py,d0e4dd5cdd743a5c43c4ccc2c8fa29d3982eaa71\django\contrib\auth\tokens.py,27,12,5,18,0,0
snapshots\d0e4dd5cdd743a5c43c4ccc2c8fa29d3982eaa71\django\contrib\auth\__init__.py,d0e4dd5cdd743a5c43c4ccc2c8fa29d3982eaa71\django\contrib\auth\__init__.py,84,20,32,22,0,0
snapshots\d0c8f89c942d1379724bdd37127076d13452f71d\tests\auth_tests\test_forms.py,d0c8f89c942d1379724bdd37127076d13452f71d\tests\auth_tests\test_forms.py,169,127,240,30,12,1
snapshots\d0c8f89c942d1379724bdd37127076d13452f71d\django\contrib\auth\forms.py,d0c8f89c942d1379724bdd37127076d13452f71d\django\contrib\auth\forms.py,131,52,64,30,3,1
snapshots\d10c7bfe56f025ccc690721c9f13e7029b777b9c\django\test\runner.py,d10c7bfe56f025ccc690721c9f13e7029b777b9c\django\test\runner.py,205,83,78,30,4,1
snapshots\d10c7bfe56f025ccc690721c9f13e7029b777b9c\django\utils\cache.py,d10c7bfe56f025ccc690721c9f13e7029b777b9c\django\utils\cache.py,92,20,30,30,0,0
snapshots\d10c7bfe56f025ccc690721c9f13e7029b777b9c\django\utils\crypto.py,d10c7bfe56f025ccc690721c9f13e7029b777b9c\django\utils\crypto.py,12,7,11,22,1,1
snapshots\d10c7bfe56f025ccc690721c9f13e7029b777b9c\django\db\backends\utils.py,d10c7bfe56f025ccc690721c9f13e7029b777b9c\django\db\backends\utils.py,60,24,22,30,0,0
snapshots\d10c7bfe56f025ccc690721c9f13e7029b777b9c\django\db\backends\sqlite3\base.py,d10c7bfe56f025ccc690721c9f13e7029b777b9c\django\db\backends\sqlite3\base.py,102,37,74,30,3,1
snapshots\d10c7bfe56f025ccc690721c9f13e7029b777b9c\django\core\cache\utils.py,d10c7bfe56f025ccc690721c9f13e7029b777b9c\django\core\cache\utils.py,3,1,3,18,0,0
snapshots\d10c7bfe56f025ccc690721c9f13e7029b777b9c\django\core\cache\backends\filebased.py,d10c7bfe56f025ccc690721c9f13e7029b777b9c\django\core\cache\backends\filebased.py,36,16,15,30,5,1
snapshots\d10c7bfe56f025ccc690721c9f13e7029b777b9c\django\contrib\auth\hashers.py,d10c7bfe56f025ccc690721c9f13e7029b777b9c\django\contrib\auth\hashers.py,159,87,49,30,13,1
snapshots\d10c7bfe56f025ccc690721c9f13e7029b777b9c\django\contrib\staticfiles\storage.py,d10c7bfe56f025ccc690721c9f13e7029b777b9c\django\contrib\staticfiles\storage.py,109,26,40,30,1,1
snapshots\d0ea01af2814e276c4a090e599d5fd11c6ce4bf8\tests\files\tests.py,d0ea01af2814e276c4a090e599d5fd11c6ce4bf8\tests\files\tests.py,63,53,63,30,0,0
snapshots\d06c5b358149c02a62da8a5469264d05f29ac659\django\utils\dateformat.py,d06c5b358149c02a62da8a5469264d05f29ac659\django\utils\dateformat.py,92,46,47,30,0,0
snapshots\d06c5b358149c02a62da8a5469264d05f29ac659\django\utils\feedgenerator.py,d06c5b358149c02a62da8a5469264d05f29ac659\django\utils\feedgenerator.py,115,32,34,30,0,0
snapshots\d06c5b358149c02a62da8a5469264d05f29ac659\django\utils\http.py,d06c5b358149c02a62da8a5469264d05f29ac659\django\utils\http.py,79,16,21,30,1,1
snapshots\d06c5b358149c02a62da8a5469264d05f29ac659\django\utils\timezone.py,d06c5b358149c02a62da8a5469264d05f29ac659\django\utils\timezone.py,48,22,20,30,0,0
snapshots\d06c5b358149c02a62da8a5469264d05f29ac659\django\utils\version.py,d06c5b358149c02a62da8a5469264d05f29ac659\django\utils\version.py,23,6,9,30,5,1
snapshots\d06c5b358149c02a62da8a5469264d05f29ac659\django\views\decorators\http.py,d06c5b358149c02a62da8a5469264d05f29ac659\django\views\decorators\http.py,4,4,15,30,0,0
snapshots\d06c5b358149c02a62da8a5469264d05f29ac659\django\core\files\storage.py,d06c5b358149c02a62da8a5469264d05f29ac659\django\core\files\storage.py,81,40,38,30,0,0
snapshots\d06c5b358149c02a62da8a5469264d05f29ac659\django\core\cache\backends\db.py,d06c5b358149c02a62da8a5469264d05f29ac659\django\core\cache\backends\db.py,46,17,36,26,14,1
snapshots\d06c5b358149c02a62da8a5469264d05f29ac659\django\contrib\sitemaps\views.py,d06c5b358149c02a62da8a5469264d05f29ac659\django\contrib\sitemaps\views.py,20,3,19,30,0,0
snapshots\d06c5b358149c02a62da8a5469264d05f29ac659\django\contrib\syndication\views.py,d06c5b358149c02a62da8a5469264d05f29ac659\django\contrib\syndication\views.py,43,14,34,30,0,0
snapshots\d08ae991a83950aba5043f5a34f5af12d2effe9e\tests\auth_tests\test_handlers.py,d08ae991a83950aba5043f5a34f5af12d2effe9e\tests\auth_tests\test_handlers.py,5,4,6,22,0,0
snapshots\d08977a0f05cf3efb538dcb09d07915d2ede4c67\django\http\request.py,d08977a0f05cf3efb538dcb09d07915d2ede4c67\django\http\request.py,173,69,96,30,0,0
snapshots\d0863429a39dbc99a52a6d781006e7075c743d33\django\forms\widgets.py,d0863429a39dbc99a52a6d781006e7075c743d33\django\forms\widgets.py,318,125,80,30,4,1
snapshots\d074c7530b812a7b78c9a201c8a70f281ed3a36e\django\db\models\expressions.py,d074c7530b812a7b78c9a201c8a70f281ed3a36e\django\db\models\expressions.py,555,250,307,30,1,1
snapshots\d06c5b358149c02a62da8a5469264d05f29ac659\tests\foreign_object\tests.py,d06c5b358149c02a62da8a5469264d05f29ac659\tests\foreign_object\tests.py,46,32,58,30,0,0
snapshots\d06c5b358149c02a62da8a5469264d05f29ac659\tests\migrations\test_writer.py,d06c5b358149c02a62da8a5469264d05f29ac659\tests\migrations\test_writer.py,84,66,120,30,1,1
snapshots\d06c5b358149c02a62da8a5469264d05f29ac659\tests\responses\test_cookie.py,d06c5b358149c02a62da8a5469264d05f29ac659\tests\responses\test_cookie.py,19,16,18,22,0,0
snapshots\d06c5b358149c02a62da8a5469264d05f29ac659\tests\utils_tests\test_dateformat.py,d06c5b358149c02a62da8a5469264d05f29ac659\tests\utils_tests\test_dateformat.py,28,23,38,30,0,0
snapshots\d06c5b358149c02a62da8a5469264d05f29ac659\tests\utils_tests\test_http.py,d06c5b358149c02a62da8a5469264d05f29ac659\tests\utils_tests\test_http.py,71,48,72,18,0,0
snapshots\d06c5b358149c02a62da8a5469264d05f29ac659\django\http\response.py,d06c5b358149c02a62da8a5469264d05f29ac659\django\http\response.py,171,78,75,30,2,1
snapshots\d06c5b358149c02a62da8a5469264d05f29ac659\django\contrib\sessions\backends\file.py,d06c5b358149c02a62da8a5469264d05f29ac659\django\contrib\sessions\backends\file.py,43,13,23,30,0,0
snapshots\d05ab13c56849ed09d02c1f188b7f47f0c090a2a\django\views\debug.py,d05ab13c56849ed09d02c1f188b7f47f0c090a2a\django\views\debug.py,137,33,45,30,0,0
snapshots\d048f0d311cc9cb9578d687968f2d24a0a9efddb\tests\schema\tests.py,d048f0d311cc9cb9578d687968f2d24a0a9efddb\tests\schema\tests.py,434,248,896,30,2,1
snapshots\d048f0d311cc9cb9578d687968f2d24a0a9efddb\django\db\backends\sqlite3\schema.py,d048f0d311cc9cb9578d687968f2d24a0a9efddb\django\db\backends\sqlite3\schema.py,118,14,72,30,2,1
snapshots\d03dc63177ad3ba6e685e314eed45d6a8ec5cb0c\django\contrib\admin\filters.py,d03dc63177ad3ba6e685e314eed45d6a8ec5cb0c\django\contrib\admin\filters.py,167,61,66,30,0,0
